source_aits_name,sentence,L1
50_Organ_and_Tissue_Authority_(Australian_Organ_and_Tissue_Donation_and_Transplantation_Authority),"classification of AI use, including where AI interacts with or impacts the public.",Impact to the public
80_Office_of_the_Official_Secretary_to_the_Governor_General,measures to monitor effectiveness of AI use.,Monitoring measures
80_Office_of_the_Official_Secretary_to_the_Governor_General,compliance with: relevant legislation and regulations.,Compliance with AI regulations and policies
80_Office_of_the_Official_Secretary_to_the_Governor_General,DTA policy for responsible AI use in Government.,Compliance with AI regulations and policies
101_Department_of_Parliamentary_Services,"efforts to identify and protect the public against negative impacts, and.",Impact to the public
80_Office_of_the_Official_Secretary_to_the_Governor_General,when AI transparency statement was last updated.,Update
80_Office_of_the_Official_Secretary_to_the_Governor_General,"To foster an environment where staff and clients can thrive with the support of AI, the Office is committed to continuous learning and adaptation, making sure that its AI strategies evolve alongside the changing expectations of the public, technological advancements and legislation or regulatory changes.",Update
80_Office_of_the_Official_Secretary_to_the_Governor_General,The Office’s integration of AI into its operations is guided by: Australia’s AI ethics principles.,Compliance with AI regulations and policies
101_Department_of_Parliamentary_Services,DTA policy for the responsible use of AI in government.,Compliance with AI regulations and policies
80_Office_of_the_Official_Secretary_to_the_Governor_General,the Office Cyber Security Strategy 2021-26.,EMPTY
101_Department_of_Parliamentary_Services,relevant legislation and regulations.,Compliance with AI regulations and policies
80_Office_of_the_Official_Secretary_to_the_Governor_General,relevant commonwealth frameworks.,Compliance with AI regulations and policies
80_Office_of_the_Official_Secretary_to_the_Governor_General,"relevant external and industry frameworks, and.",EMPTY
102_Department_of_the_House_of_Representatives,relevant learnings and outcomes from trials or implementation of AI within the commonwealth or other relevant organisations.,Update
80_Office_of_the_Official_Secretary_to_the_Governor_General,The Office’s approach to the adoption of AI is designed to: meet staff expectations for modern ICT experiences.,Intention of AI
80_Office_of_the_Official_Secretary_to_the_Governor_General,reduce the risk associated with the use of AI by the Office.,Intention of AI
102_Department_of_the_House_of_Representatives,support experimentation: to better understand the benefits and risks of using AI.,Intention of AI
80_Office_of_the_Official_Secretary_to_the_Governor_General,"to support innovation and unlocking new value using AI, and.support whole-of-government direction and policy on the use of AI.",Intention of AI
80_Office_of_the_Official_Secretary_to_the_Governor_General,The Office has adopted the Organisation for Economic Cooperation and Development’s (OECD) definition of what constitutes artificial Intelligence.,Definition of AI
80_Office_of_the_Official_Secretary_to_the_Governor_General,"Table 1, below, shows AI use based on the DTA classification system for AI.Service Delivery.Service Delivery.Law enforcement, intelligence and security.Policy and Legal.Scientific.",AI usage domains
101_Department_of_Parliamentary_Services,Corporate and Enabling.,EMPTY
101_Department_of_Parliamentary_Services,Analytics for insights.,AI usage patterns
101_Department_of_Parliamentary_Services,Decision making and administrative action.,AI usage domains
101_Department_of_Parliamentary_Services,Image processing.,AI usage domains
101_Department_of_Parliamentary_Services,Workplace productivity.,AI usage domains
80_Office_of_the_Official_Secretary_to_the_Governor_General,Partner use.,EMPTY
80_Office_of_the_Official_Secretary_to_the_Governor_General,Internal use and public-facing.The Office employs limited AI access as part of assistive technologies to the general operations of the agency.,AI usage patterns
